Age,EdLevel,Employment,YearsCode,WorkExp,Country,JobSat,Salary,lgr_pred,svr_pred,rfr_pred,lgr_pred_raw,svr_pred_raw,rfr_pred_raw,xgb_pred,xgb_pred_raw
32,Secondary school,Employed,7,3,Canada,7,102142,11.199250133277932,10.912064023845792,10.831247562631956,73074.62430420362,54832.90707539582,50575.765128445055,10.851956367492676,51634.069778923746
32,Bachelor’s degree,Employed,15,10,Netherlands,5,90491,11.307636287102694,11.301962275375567,11.382031628908164,81440.17724963471,80979.38755415422,87730.09082280402,11.39778995513916,89123.53632
32,College/University course,Employed,17,14,United Kingdom of Great Britain and Northern Ireland,10,95299,11.555344195682146,11.51633347005488,11.55324636115186,104332.1262139233,100340.38189366495,104113.48199897716,11.53166389465332,101890.50958132627
47,Bachelor’s degree,Employed,26,28,United States of America,8,225000,12.152987852741816,11.98981450067689,12.102674181494082,189658.92002117206,161104.46645929685,180352.5159868106,12.16062068939209,191112.1021053175
32,Master’s degree,Employed,15,10,Spain,8,81210,11.18854880502123,11.292653456563094,11.382031628908164,72296.78742787316,80229.05357884686,87730.09082280402,11.27501392364502,78826.24175432006
42,Bachelor’s degree,Employed,8,8,United States of America,8,200000,11.8086409,11.710588725776603,11.972525639209218,134407.76162059556,121854.19905114053,158343.07580066015,11.950201988220215,154847.42097455222
32,Bachelor’s degree,Employed,14,9,United States of America,8,180000,11.942885088110096,11.730465835611337,11.990360515768153,153718.54551693366,124300.56098318954,161192.45649502627,11.986146926879883,160514.68247120988
47,College/University course,Employed,39,30,United States of America,6,200000,12.076743881726214,11.89335639,12.094108926335073,175736.00764362302,146290.48561168814,178814.33894681116,12.085848808288574,177343.38662203265
32,Master’s degree,Employed,18,6,Germany,7,116015,11.335046106468367,11.163704102052082,11.108140752434267,83703.33995674235,70522.69996695973,66711.04180625171,11.230728149414062,75411.48692837886
47,Master’s degree,Employed,40,30,Finland,8,162421,11.560064092548005,11.541929733941126,11.375692238191919,104825.7317766652,102941.89890681463,87175.68830389355,11.530930519104004,101815.81223346858
42,Professional degree,Employed,18,13,Netherlands,5,104413,11.361874698365611,11.380707229546092,11.363318606240885,85979.40482,87613.97672977207,86103.64227768287,11.504631996154785,99173.08271208043
32,Bachelor’s degree,Employed,14,6,United Kingdom of Great Britain and Northern Ireland,6,72155,11.390027276484174,11.174062997287116,11.244707540864026,88434.36953661437,71257.04451898177,76473.11074201058,11.360851287841797,85891.45658202258
32,Master’s degree,Employed,9,5,United Kingdom of Great Britain and Northern Ireland,7,245055,11.445400739627269,11.125167224234302,11.071823671307746,93469.46094382787,67856.63755603145,64331.721660622774,11.29741096496582,80611.65813
59,Master’s degree,Employed,45,40,United States of America,6,96300,12.27352730376289,11.837838686518511,11.983947313577803,213955.35054058814,138390.0547155234,160161.99806770578,11.95417594909668,155464.00687396247
42,College/University course,Employed,18,14,Germany,3,73089,11.180475754484554,11.353547828625043,11.364928252969344,71715.47338,85266.42973565866,86242.35194,11.399214744567871,89250.61052417506
32,Bachelor’s degree,Employed,14,10,United States of America,8,205000,11.957438140355205,11.779669044371065,12.026805573986245,155971.99158153636,130569.55935902798,167175.52582389826,12.012022972106934,164722.39827540863
42,College/University course,Employed,26,12,Germany,7,104413,11.211557125385596,11.350899772864034,11.360104156840952,73979.52230058092,85040.93552,85827.30763179019,11.345654487609863,84596.03414650414
47,College/University course,Employed,40,31,United States of America,5,310000,12.082071299278283,11.895469434592977,12.084726780452879,176674.7303263541,146599.93328177585,177144.5128755424,12.02387809753418,166686.83614398658
59,Bachelor’s degree,Employed,40,27,United States of America,8,240000,12.000918836391444,11.837557250980332,11.939779772075575,162903.4051689945,138351.11203474458,153241.9381386808,11.940149307250977,153298.57725913406
65,Professional degree,Employed,52,43,Netherlands,7,116015,11.731732328110272,11.584262620464065,11.379001004144559,124458.08770993348,107393.3251,87464.61329100332,11.287322044372559,79802.45229726001
32,Bachelor’s degree,Employed,15,10,United States of America,8,510000,11.957438140355205,11.779669044371065,12.026805573986245,155971.99158153636,130569.55935902798,167175.52582389826,12.012022972106934,164722.39827540863
42,Master’s degree,Employed,17,11,France,7,74249,11.102370359199995,11.285056820902158,11.362120094764458,66327.19562835303,79621.88423481522,86000.50669267621,11.181595802307129,71795.84426339653
32,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",12,8,France,8,81210,11.154452519083588,11.178951362981643,11.300391821566647,69873.25294424838,71606.23268,80852.31140580015,11.399651527404785,89289.60261073615
42,Master’s degree,Employed,30,20,Finland,10,125296,11.464036317725023,11.570729600962574,11.379001004144559,95227.66874503714,105949.74560096985,87464.61329100332,11.655352592468262,115305.90508689881
42,Associate degree,Employed,14,20,Greece,6,34804,10.685072528718967,11.448335506495024,11.364928252969344,43697.65177246009,93744.17787,86242.35194,10.803605079650879,49196.84396402973
42,Professional degree,Employed,4,4,Portugal,7,51046,10.919932884468684,11.043734403131076,10.857985230870092,55266.089538612476,62549.80610180717,51946.31084370781,10.42255973815918,33608.35528034306
42,Master’s degree,"Independent contractor, freelancer, or self-employed",20,14,India,10,30000,10.574577725496209,11.333682181321073,10.67679265591304,39126.37878051454,83589.25132,43337.32628,10.680456161499023,43496.38766081134
32,Master’s degree,Employed,10,6,India,4,29060,10.410316695424216,10.942696483760217,9.932828559151979,33199.38314746277,56538.595882508656,20594.513898655066,9.952870369,21011.449386005086
32,Master’s degree,Employed,20,10,Mexico,6,39795,10.570973354263067,11.281529583502511,10.720981539043796,38985.60303843458,79341.53014805091,45295.341156810806,10.803276062011719,49180.65966816233
47,College/University course,"Independent contractor, freelancer, or self-employed",35,28,Czech Republic,5,46806,11.181717598448047,11.428687568540147,11.375692238191919,71804.58937450752,91920.25526970043,87175.68830389355,10.899062156677246,54124.57867362753
42,Bachelor’s degree,Employed,25,23,Belgium,9,91276,11.401682480105519,11.604359897670133,11.362120094764458,89471.13187753873,109573.49293005392,86000.50669267621,11.394746780395508,88852.72705247776
47,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",30,25,Argentina,10,85306,11.004291172989067,11.556039622155978,11.360664881874646,60130.62407042349,104404.70746652732,85875.44720775026,10.778420448303223,47973.286493631625
42,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",30,27,Canada,8,102142,11.727542858505588,11.62901717450878,11.38729984,123937.76085277185,112308.88662891845,88193.49661194831,11.269916534423828,78425.45098296869
32,College/University course,"Independent contractor, freelancer, or self-employed",10,7,Italy,7,58007,10.80117499265649,11.01135799338241,11.052358627432868,49077.434070238545,60557.06848601927,63091.591163800214,10.920989990234375,55324.543588229724
42,Secondary school,Employed,20,10,United Kingdom of Great Britain and Northern Ireland,5,85769,11.23073314636479,11.270324164395483,11.591720195775304,75411.86376180175,78457.42647160083,108197.22016583986,11.445425987243652,93471.82087996021
32,Bachelor’s degree,Employed,5,4,Norway,7,88450,11.286883731324043,11.035717431939199,10.860839058693191,79767.48106753454,62050.342857595504,52094.77126420883,11.137674331665039,68710.66992339125
47,Master’s degree,Employed,33,24,United States of America,8,220000,12.12629252985904,11.968992287256484,12.171187385286789,184662.8695044985,157784.57771742332,193142.24318889144,12.169259071350098,192770.16124197008
42,Master’s degree,Employed,20,12,United States of America,7,212000,11.926583272720515,11.835938558802637,12.092037270781319,151232.95274649572,138127.34370810544,178444.27860791443,12.158111572265625,190633.17803728615
32,Bachelor’s degree,Employed,14,9,Sweden,9,67086,11.210943637473415,11.275626267208665,11.312645152629646,73934.15006349521,78874.52589,81849.12849,11.256671905517578,77393.57026619856
42,Bachelor’s degree,Employed,24,13,United States of America,5,261706,11.849966435549455,11.840377319755266,12.074140267572568,140078.64540049693,138741.82516585226,175279.0514,12.053520202636719,171701.77396488044
32,Secondary school,"Independent contractor, freelancer, or self-employed",16,10,Czech Republic,10,135000,11.055906634078749,11.263722318024112,11.363315845730051,63315.841682475206,77941.16202,86103.40458521314,11.230847358703613,75420.47733322809
47,College/University course,"Independent contractor, freelancer, or self-employed",20,23,Germany,10,139218,11.488050037232357,11.523126858795779,11.38671276174602,97542.14161582156,101024.36054362415,88141.73444048826,11.657965660095215,115607.60383569269
47,Secondary school,Employed,30,28,United Kingdom of Great Britain and Northern Ireland,7,106190,11.57171160129105,11.550709217223131,11.60243796691765,106053.84037013588,103849.6633874938,109363.10058692373,11.542094230651855,102958.83406792869
42,College/University course,"Independent contractor, freelancer, or self-employed",25,20,Italy,9,46406,10.986058330269223,11.418056028109698,11.11764306086484,59044.18813147688,90948.16728047603,67347.98161012284,11.299747467041016,80800.22998993353
32,Bachelor’s degree,Employed,16,8,United States of America,7,500000,11.901149062338863,11.664491867881692,11.979279538431902,147434.9410319581,116364.5569361998,159416.13532007558,11.929959297180176,151744.38508839102
42,Bachelor’s degree,Employed,30,14,United Kingdom of Great Britain and Northern Ireland,9,299511,11.484292181247342,11.525809872428438,11.526478780098925,97176.27640224116,101295.7769072916,101363.55776540117,11.582523345947266,107206.69920127594
32,Bachelor’s degree,Employed,3,1,United States of America,8,160000,11.777610086037773,11.236975249104258,11.451294348907988,130300.99659240304,75884.07085462494,94021.96584467156,11.41279411315918,90470.85738077691
42,Professional degree,"Independent contractor, freelancer, or self-employed",33,17,Germany,7,139218,11.54086323201281,11.517137219788935,11.364928252969344,102832.16863080044,100421.06367231236,86242.35194,11.617630958557129,111037.35471213318
42,Bachelor’s degree,Employed,21,15,Netherlands,8,184185,11.348026200170759,11.490602162800036,11.362120094764458,84796.91211324051,97791.40189796736,86000.50669267621,11.504374504089355,99147.54946013176
32,Bachelor’s degree,Employed,10,7,United States of America,10,150000,11.941670224830098,11.667561059440152,11.828507484207055,153531.9106765288,116722.25376049058,137104.70603656457,11.898786544799805,147087.0321676003
42,Master’s degree,Employed,30,17,Germany,6,83531,11.436455514683145,11.525725812607803,11.38671276174602,92637.07513462013,101287.26227626807,88141.73444048826,11.544883728027344,103246.44120802681
59,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",29,27,United States of America,9,180000,12.05289864507285,11.84044058793945,11.953211368700176,171595.0839674075,138750.60345015908,155314.12067625488,11.814126968383789,135147.16422666123
32,Master’s degree,Employed,13,10,United Kingdom of Great Britain and Northern Ireland,10,142949,11.599317926249473,11.437958200357844,11.606080203930997,109022.41190310207,92776.38568682788,109762.15684960503,11.728886604309082,124104.41498787873
47,Master’s degree,Employed,25,25,India,10,55795,10.69700807255193,11.459237564673384,11.13748216589325,44222.34396,94771.78459286902,68697.46716090964,10.971443176269531,58187.50911092828
32,Bachelor’s degree,Employed,21,9,Netherlands,9,75410,11.355286106037655,11.318565328806988,11.312645152629646,85414.77707986446,82335.13286781142,81849.12849,11.381548881530762,87687.74908979522
42,Master’s degree,Employed,18,14,Germany,8,69609,11.398568157778971,11.476459953137258,11.375692238191919,89192.92026481178,96418.13465,87175.68830389355,11.50714111328125,99422.23454636722
32,Bachelor’s degree,Employed,10,8,Netherlands,8,78890,11.317288405257376,11.249911856399319,11.361789836273836,82230.06301812785,76872.14359037219,85972.10865448935,11.292160987854004,80189.55251524785
42,Master’s degree,Employed,24,13,India,2,90667,10.35593170411639,11.182227361016007,10.666355756715648,31442.001329350423,71841.20251,42887.36074141759,10.540142059326172,37801.93633180133
42,Bachelor’s degree,Employed,22,15,Netherlands,8,92812,11.341657571831247,11.489550061134892,11.379001004144559,84258.58175952766,97688.56845419652,87464.61329100332,11.486709594726562,97411.47824
32,Master’s degree,Employed,15,7,France,8,52207,11.137035291407225,11.125664450427466,11.18898532860969,68666.77442711698,67890.38654057482,72328.35400675579,11.091987609863281,65642.08939693357
42,Bachelor’s degree,Employed,10,8,United Kingdom of Great Britain and Northern Ireland,7,129334,11.32568214443135,11.299397666777715,11.49423967173615,82923.19402400656,80771.97064125998,98147.77039,11.423891067504883,91480.41057467482
32,Bachelor’s degree,Employed,15,10,United States of America,8,200000,11.961794653357385,11.780721992782484,12.018669487563606,156652.97222081604,130707.11582930743,165820.88138671604,12.002894401550293,163225.5515418703
42,Bachelor’s degree,Employed,15,13,United States of America,8,190000,11.908114260744233,11.889604752674128,12.062266223360032,148465.4462839403,145742.6816502035,173210.07619097157,12.069587707519531,174482.89210665846
42,Professional degree,Employed,19,19,Brazil,8,21844,10.802107956138226,11.463324575623929,11.764277543193963,49123.24382305729,95159.91460685669,128575.26936949092,12.183341979980469,195504.14593522841
32,Bachelor’s degree,Employed,12,7,Brazil,6,19114,10.503532913772354,11.062814610593033,10.27993263,36443.02911653014,63754.747166780675,29140.910142398927,10.35090446472168,31284.326501011845
42,Bachelor’s degree,Employed,24,12,Netherlands,6,118335,11.249199275855528,11.382680046968446,11.379001004144559,76817.38479625237,87786.99569,87464.61329100332,11.380139350891113,87564.23617926598
32,Professional degree,Employed,10,7,Switzerland,9,123373,11.94211129009489,11.294647289089992,11.886358344475678,153599.64364666265,80389.17844734644,145270.30534524756,12.039097785949707,169243.17708356894
42,Associate degree,Employed,20,15,United States of America,5,165000,11.718174234308373,11.831248133430398,12.00651669067272,122782.04735477151,137480.98006537085,163817.8774441904,11.842350959777832,139015.92395564058
32,Bachelor’s degree,Employed,9,4,Belgium,6,46406,11.096732459064645,10.980632641405334,10.84922397,65954.29605825654,58724.694831159075,51493.17493272001,10.825382232666016,50279.98398730918
42,Master’s degree,Employed,24,15,France,6,81210,11.145597041092673,11.37932260133202,11.38671276174602,69257.21471742695,87492.74650977687,88141.73444048826,11.268982887268066,78352.26252148791
47,Master’s degree,Employed,25,25,United Kingdom of Great Britain and Northern Ireland,8,150000,11.69840715803677,11.598037173787237,11.60547527924949,120378.81617205674,108882.86927872032,109695.77848588598,11.693400382995605,119777.60782636979
32,Professional degree,Employed,11,5,United States of America,7,170000,11.955190149211269,11.48744493886124,11.925374099824475,155621.75948458453,97483.13627353475,151050.19526483782,11.866710662841797,142443.91789000548
32,Master’s degree,Employed,15,7,Ukraine,6,17256,10.861255103462533,11.097121532018607,11.048859502070806,52116.44994668664,65979.96247285343,62871.20807678727,10.707098007202148,44670.81331968047
47,Bachelor’s degree,Employed,37,32,United States of America,8,145600,12.22890715308814,11.96248674572654,12.116954542150934,204618.4421360895,156761.42876623245,182946.50672015973,12.184976577758789,195823.97954086104
32,Master’s degree,Employed,24,8,Denmark,7,104976,11.563177929447715,11.271117461274857,11.361789836273836,105152.65384900096,78519.69199073697,85972.10865448935,11.550664901733398,103845.0612964594
42,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",26,16,United States of America,10,80000,12.044387861083424,11.977648231246356,11.008037999296253,170140.86381794934,159156.28900393457,60356.34943417561,11.604307174682617,109567.71598772134
32,Master’s degree,Employed,11,3,France,5,51975,11.014132662300227,10.848213600519285,10.831247562631956,60725.33040397635,51441.17295419864,50575.765128445055,10.954065322875977,57185.05322362374
42,School,"Independent contractor, freelancer, or self-employed",10,10,France,10,116015,11.043960932044893,11.24671444554825,11.382031628908164,62563.97727300121,76626.7411,87730.09082280402,10.88222599029541,53220.939678892035
32,Master’s degree,Employed,18,14,Romania,8,110279,11.206209428332127,11.462767239371521,11.379001004144559,73584.95283875402,95106.89275620626,87464.61329100332,11.13174057006836,68304.15851879219
42,Bachelor’s degree,Employed,22,22,United Kingdom of Great Britain and Northern Ireland,8,190598,11.639310050933295,11.65311204676731,11.603560980190197,113470.8481177633,115047.84390331063,109485.98691199515,11.664005279541016,116307.94858653676
32,Bachelor’s degree,Employed,21,11,Belgium,8,75410,11.290609362447697,11.371539910299102,11.372360639470086,80065.22329774966,86814.45261299366,86885.73383473311,11.22245979309082,74790.52033947557
32,Master’s degree,Employed,15,10,Brazil,7,41868,10.64406062229932,11.22822292953696,10.438430485136994,41941.739519821334,75222.79851880729,34146.01610808261,10.483874320983887,35733.58695330781
59,Master’s degree,Employed,37,31,United States of America,6,260000,12.092039936724934,11.805354592999183,12.078939134486584,178444.75433359973,133966.77875939495,176122.21855493615,12.099740028381348,179824.1068
42,Bachelor’s degree,Employed,18,13,Brazil,8,33677,10.549337976750776,11.341930624451235,10.655531865980336,38151.17232430181,84281.59220047385,42425.64509851516,10.743703842163086,46336.360742310404
42,Secondary school,Employed,32,26,Austria,8,97104,11.413358142401425,11.530639016925614,11.375692238191919,90521.90054750601,101786.13673635194,87175.68830389355,11.392775535583496,88677.74712479649
32,Master’s degree,Employed,18,10,Germany,5,92812,11.397044766249918,11.340078661094289,11.382031628908164,89057.14644683716,84125.64837378742,87730.09082280402,11.430937767028809,92127.32923
32,Master’s degree,Employed,8,2,United Kingdom of Great Britain and Northern Ireland,8,55818,11.40386466,10.963514909389414,10.845513937684775,89666.58944,57727.99905,51302.48372,11.089866638183594,65503.00980742846
32,Associate degree,"Independent contractor, freelancer, or self-employed",20,20,Austria,10,174022,11.41456557871991,11.56903438722301,11.364928252969344,90631.26719862792,105770.28859327873,86242.35194,11.21053409576416,73903.87673528263
42,Master’s degree,Employed,18,12,United Kingdom of Great Britain and Northern Ireland,8,126612,11.492065491806382,11.452009881306049,11.609870061028161,97934.60911034436,94089.26639788692,110178.93279038066,11.708197593688965,121563.17525147766
42,Master’s degree,"Independent contractor, freelancer, or self-employed",18,12,Poland,7,88692,11.186835042531547,11.359279399073776,11.379001004144559,72172.99229971442,85756.54925,87464.61329100332,11.532814979553223,102007.86288828566
32,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",18,10,Poland,4,95515,11.1425065,11.238508567936227,11.362120094764458,69043.49989631337,76000.51611387187,86000.50669267621,11.272473335266113,78626.22836340977
47,Professional degree,Employed,25,20,Italy,8,87011,11.070856553982749,11.425726013315485,11.035895064889216,64269.53445,91648.42811014991,62061.366199705204,11.257328987121582,77444.44152602444
65,Master’s degree,"Independent contractor, freelancer, or self-employed",56,56,Denmark,9,155521,12.204125987241191,11.587672105737546,11.364928252969344,199610.04704427856,107760.1093575499,86242.35194,11.450377464294434,93935.79714338272
32,Associate degree,Employed,8,6,United States of America,8,100000,11.699140889111252,11.503490004483684,11.734518560052384,120467.17499576577,99059.89137971502,124805.34313803208,11.718289375305176,122796.18553116066
47,Master’s degree,Employed,36,30,France,10,58007,11.477638208543505,11.519052443383876,11.362120094764458,96531.80797313243,100613.57867390015,86000.50669267621,11.434245109558105,92432.53360167578
42,Master’s degree,"Independent contractor, freelancer, or self-employed",26,26,Netherlands,9,29004,11.692519231446692,11.614015770143453,11.38671276174602,119672.1112066377,110636.65487781848,88141.73444048826,11.729328155517578,124159.22598388777
32,Master’s degree,Employed,12,6,France,6,75410,11.084448799993659,11.040186538454838,11.07658728390424,65149.07931630779,62328.27751546284,64638.90890351099,10.98495101928711,58978.84293162347
32,Bachelor’s degree,Employed,11,6,United States of America,6,250000,11.845043942098407,11.53710538754973,11.792932809272358,139390.7986129721,102446.46274270008,132312.95298382195,11.82819652557373,137062.07846164415
32,Master’s degree,Employed,7,3,United Kingdom of Great Britain and Northern Ireland,9,80323,11.443263439870078,11.039616334401071,10.90850756000226,93269.89989,62292.74724,54638.23863829913,11.228078842163086,75211.96050005547
42,Master’s degree,Employed,10,9,Germany,8,116015,11.299320743104722,11.321780655483092,11.305732713885766,80765.75753,82600.29649762916,81285.29546704276,11.35966968536377,85790.02577972643
47,Bachelor’s degree,Employed,28,24,United Kingdom of Great Britain and Northern Ireland,7,81685,11.609239686918537,11.60638957897637,11.581078926716172,110109.50009993388,109796.12008465338,107051.95812122789,11.605703353881836,109720.80039163124
47,Master’s degree,Employed,18,20,United Kingdom of Great Britain and Northern Ireland,8,118443,11.595232724731016,11.562062314985987,11.603560980190197,108577.93779654312,105035.40832462501,109485.98691199515,11.671698570251465,117206.19795664174
32,Bachelor’s degree,Employed,15,11,India,6,58120,10.454330326357695,11.198083752959826,10.651167743051676,34693.28747693583,72989.44002257404,42240.89343656158,10.583963394165039,39495.34417858316
47,Associate degree,Employed,30,30,Switzerland,8,223187,11.90735312411476,11.598930320747867,11.900640071917705,148352.48602797362,108980.16201751758,147359.91664520517,11.982015609741211,159852.90922002806
32,Bachelor’s degree,Employed,11,6,Germany,8,64968,11.299768711093227,11.187274250641462,11.110114315529195,80801.94655371552,72204.69866479405,66842.83223553517,11.247027397155762,76650.72562982154
32,Bachelor’s degree,Employed,10,5,India,7,27898,10.360120907634919,10.932502756049113,9.867092842879659,31573.998750142382,55965.17425,19284.19231555583,10.01300335,22313.753916910973
32,Bachelor’s degree,Employed,13,7,India,8,10462,10.416604578349379,11.051317458493022,10.591493174430674,33408.800977175226,63025.9353,39793.86546092231,10.444477081298828,34353.11481475907
32,Professional degree,Employed,17,9,Netherlands,8,162421,11.43983690256675,11.28958450913442,11.364684420952758,92950.85059874711,79983.20919691131,86221.32561338754,11.482919692993164,97042.99321753118
42,Bachelor’s degree,Employed,25,19,South Africa,9,73292,11.016640399058689,11.545528661170483,11.362120094764458,60877.80716081361,103313.05038172926,86000.50669267621,11.136338233947754,68618.92572
47,Master’s degree,Employed,30,25,Germany,10,174022,11.602068094756573,11.586238915881104,11.375692238191919,109322.65733057381,107605.77784829334,87175.68830389355,11.584012031555176,107366.41661514479
32,Master’s degree,Employed,6,6,India,6,34872,10.411368586683821,10.95520458310816,9.918368883994733,33234.32471445375,57250.24014528006,20298.852195524618,10.08655834197998,24016.988321474953
42,Bachelor’s degree,Employed,23,19,United States of America,8,300000,12.029433978584636,12.014464720588418,12.096600437554098,167615.5113,165125.1028345538,179260.4148,12.092732429504395,178568.36952637543
32,Master’s degree,Employed,15,5,Austria,6,83531,11.23379975596642,11.049326804413498,10.905138904846758,75643.48053,62900.59527272973,54454.48755614741,11.08786678314209,65372.14218492988
32,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",12,10,Canada,5,145917,11.439913947699994,11.309060967515624,11.371353383579406,92958.01236234774,81556.28759009285,86798.26072155593,11.372613906860352,86907.74219794282
47,Master’s degree,Employed,28,25,United States of America,5,200000,12.091485092776008,11.94566791,12.192418190580463,178345.77224894086,154146.91530566747,197286.66885317417,12.18499755859375,195828.08815553895
47,Associate degree,Employed,27,27,United States of America,9,145000,12.005516634273281,11.938596645519826,12.006883413323694,163654.13121883073,153060.73956064944,163877.96455418496,11.965258598327637,157196.55388491348
42,Bachelor’s degree,Employed,21,10,Austria,6,97452,11.165627589115898,11.303919534574211,11.359745778413123,70658.48193710632,81138.04237626058,85796.55412886299,11.271513938903809,78550.82986084768
47,Associate degree,Employed,18,15,Denmark,6,132192,11.27672271641828,11.377232925714956,11.375692238191919,78961.05632764568,87310.10386,87175.68830389355,11.249295234680176,76824.75655185564
42,Bachelor’s degree,Employed,26,15,Greece,7,82370,10.780141342623427,11.447883380678624,11.379001004144559,48055.91624892047,93701.80284,87464.61329100332,10.953776359558105,57168.53093923032
42,Master’s degree,Employed,5,3,Austria,5,58007,11.030211336670655,10.970023560793942,10.814464511115716,61709.62113621652,58104.96240904377,49734.015991257416,10.827093124389648,50366.082938658765
32,Secondary school,Employed,16,13,Romania,8,147039,11.018222846900658,11.363974197351231,11.379001004144559,60974.22096261369,86160.11022363888,87464.61329100332,11.062703132629395,63747.64020205859
47,Bachelor’s degree,Employed,35,25,Germany,8,116015,11.514129483101616,11.59004357324139,11.379001004144559,100119.47432522084,108015.96458283793,87464.61329100332,11.516168594360352,100323.83940240015
59,Master’s degree,Employed,32,27,United States of America,8,160000,12.048205985493167,11.81269786,12.079179555508711,170791.7283715359,134954.16133978017,176164.56736973012,12.101694107055664,180175.84270653795
47,Bachelor’s degree,Employed,37,28,United States of America,7,500000,12.134229457877865,11.987697791450495,12.093218162871898,186134.36519742094,160763.8136906392,178655.12769653165,12.113709449768066,182353.78739426436
32,Bachelor’s degree,Employed,15,9,United Kingdom of Great Britain and Northern Ireland,9,68071,11.504763687236636,11.376503089295008,11.562011836771239,99186.14391,87246.40428395917,105030.10640806604,11.61562728881836,110815.09326458127
42,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",15,12,Poland,8,130992,11.140538090242627,11.381148747233569,11.362120094764458,68907.72558275917,87652.66883268152,86000.50669267621,11.451949119567871,94083.54948344157
32,Bachelor’s degree,Employed,12,7,Denmark,8,74650,11.486430155691766,11.232804365658733,11.20207597615331,97384.26119,75568.22221065729,73281.41658013756,11.358516693115234,85691.16639501257
32,Master’s degree,Employed,11,5,Switzerland,8,126473,11.822442936769457,11.175038192502138,11.594086276271396,136275.7381764939,71326.56891744898,108453.52896834015,11.683331489562988,118577.62119554341
42,Master’s degree,Employed,18,10,Canada,8,200635,11.429607750021843,11.360760072446151,11.375713905269714,92004.87843493755,85883.62222492491,87177.57718844425,11.574323654174805,106331.22333353446
32,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",3,3,United States of America,2,85000,11.760438919105574,11.253791322281572,11.022939724579528,128082.65948167008,77170.94955721073,61262.51300597287,10.78408432006836,48245.77765
42,Bachelor’s degree,Employed,24,17,Germany,9,48726,11.426674505236162,11.574504214019512,11.379001004144559,91735.39809088904,106350.42439668532,87464.61329100332,11.614880561828613,110732.37478474677
42,Bachelor’s degree,Employed,18,13,United States of America,2,170000,11.79922661783669,11.80169582285253,12.043089860091843,133148.3377927192,133477.5170437319,169920.16277607644,12.121601104736328,183798.56179055508
42,Bachelor’s degree,Employed,16,12,United States of America,4,210000,11.81476809,11.79926763430662,12.015461870571404,135233.8381846437,133153.79922053253,165289.84044558884,11.988361358642578,160870.52734857108
32,College/University course,Employed,11,6,Germany,7,64388,11.202981386880152,11.089950229188773,11.108104065067753,73347.79731257702,65508.48558,66708.59436201851,11.083820343017578,65108.14815755254
42,Master’s degree,Employed,20,14,United Kingdom of Great Britain and Northern Ireland,7,85769,11.510103277429838,11.498961394800299,11.610456554928046,99717.17910871752,98612.29752165702,110243.57160213347,11.662299156188965,116109.68035642368
32,Bachelor’s degree,Employed,13,10,Canada,9,277242,11.491317182563016,11.395288522641764,11.382031628908164,97861.35040229508,88900.87591,87730.09082280402,11.613205909729004,110547.0900931675
32,Bachelor’s degree,Employed,15,5,Germany,5,20883,11.220537149626669,11.06372285886515,11.008847083061802,74646.86106,63812.67951847913,60405.20334652303,11.115717887878418,67218.4479
42,Master’s degree,Employed,20,20,France,10,69609,11.312114007977252,11.516381609807418,11.364928252969344,81805.66577618661,100345.21241922786,86242.35194,11.407038688659668,89951.64900183034
42,College/University course,Employed,30,12,United States of America,8,125000,11.815691092842316,11.787034789356795,12.004347394882984,135358.7181810801,131534.85951500756,163462.89101756102,11.977818489074707,159183.3890852617
42,College/University course,Employed,14,9,Brazil,7,55000,10.362717204902168,11.11211004886214,10.548286978838176,31656.083345006078,66976.36791,38111.095534827924,10.38941478729248,32512.633975650355
32,Master’s degree,Employed,10,8,United States of America,7,135000,11.954147315497718,11.661406290182486,12.008554921913465,155459.55541503394,116006.05534545334,164152.11871280475,12.032137870788574,168069.34160564104
32,College/University course,"Independent contractor, freelancer, or self-employed",10,9,France,8,116015,11.098422931788049,11.164493674186778,11.364684420952758,66065.88598049272,70578.40550416526,86221.32561338754,11.328023910522461,83117.61063997791
32,Bachelor’s degree,Employed,11,9,Switzerland,9,173590,11.863657943894236,11.406196146871018,11.729148818474227,142009.73664401824,89875.89205472491,124136.96145254534,11.796974182128906,132848.76498071264
42,Master’s degree,"Independent contractor, freelancer, or self-employed",21,16,Poland,7,65496,11.263395348435266,11.453868847962767,11.375692238191919,77915.68146712916,94264.33974,87175.68830389355,11.526978492736816,101414.22357406894
32,Bachelor’s degree,Employed,20,12,France,7,54411,11.18010292623973,11.337362019460574,11.362120094764458,71688.74043914059,83897.41657068479,86000.50669267621,11.16103458404541,70334.68674399656
32,Bachelor’s degree,Employed,13,9,Ukraine,7,75908,10.885065733322204,11.220584654268123,11.289292287837231,53372.29110884158,74650.40726286803,79959.83952226982,11.081933975219727,64985.44412597517
